podcastID,post_total_episodes_analyzed,post_total_guests,post_urm_guests,post_female_guests,post_avg_ep_pct_female,post_avg_ep_pct_urm,post_overall_pct_urm,post_overall_pct_female
0b3a7f92e0cd46cabfbede74affe229c,22,10,1,1,5.0,20.0,10.0,10.0
0b43b7fdaa0f4762b9c29fe8d5a93d6e,10,10,0,2,20.0,0.0,0.0,20.0
0b53f1fed414468c89a110604a34e999,2,1,0,1,100.0,0.0,0.0,100.0
0b82db7b30b145ffadd2d7ee8579d4c7,2,2,0,1,50.0,0.0,0.0,50.0
0b89cb092aab4debbeebb135a9b52f9b,1,0,0,0,0.0,0.0,0.0,0.0
0b9dad2f270a408da8a048cb7baf0330,11,6,0,4,66.66666666666667,0.0,0.0,66.66666666666666
0baa6ccfdcf3497b9a69107f20b52ef4,5,7,0,3,50.0,0.0,0.0,42.857142857142854
0bbd7db97fe649d4961ff1b97f00108b,12,10,1,1,10.0,10.0,10.0,10.0
0bc58cb58fd5479daf6cd024cdaf12e3,15,15,1,8,54.54545454545455,9.090909090909092,6.666666666666667,53.333333333333336
0bdf0e1c93e74a9f81a623d3f76b2539,3,2,0,1,50.0,0.0,0.0,50.0
0be51d7d81e942f882bd58d711380916,7,3,0,0,0.0,0.0,0.0,0.0
0beb339d618b434d8ed05091f4c4a694,3,3,2,3,100.0,66.66666666666667,66.66666666666666,100.0
0bec5c6e5a224d2f9b28e60a5f10f80e,10,7,0,0,0.0,0.0,0.0,0.0
0bedd08538f84592986b3ecaad0a03f3,2,2,0,2,100.0,0.0,0.0,100.0
0c002f8cfb2240a8914fb4413c7d015b,12,12,0,5,41.666666666666664,0.0,0.0,41.66666666666667
0c0973dae83c4e28a463df1f626a6c53,12,5,0,0,0.0,0.0,0.0,0.0
0c0b3b38a83d4558bd711c8f04bdd986,10,14,2,8,54.166666666666664,12.5,14.285714285714285,57.14285714285714
0c2c1fb39d7c46c085fa3cbec1b948fd,12,35,1,0,0.0,1.5873015873015872,2.857142857142857,0.0
0c328b0308e14f3faab21217cdab96e7,1,7,3,7,100.0,42.857142857142854,42.857142857142854,100.0
0c3923b71be14b3d86c4b03b473b3745,4,8,0,2,44.444444444444436,0.0,0.0,25.0
0c48f507b1e84e69932be60e8f0dd8d9,4,4,0,2,50.0,0.0,0.0,50.0
0c56970154f141a893d52c68a95cc66d,7,16,3,3,23.015873015873016,30.158730158730158,18.75,18.75
0c58ece3ee294985827049cfd49cc6c1,1,0,0,0,0.0,0.0,0.0,0.0
0c6167db646d4baaacebabe1d8af7fcf,11,11,1,0,0.0,9.090909090909092,9.090909090909092,0.0
0c6e80d5d6414488997f753bae9756d1,14,21,3,15,73.80952380952381,17.857142857142858,14.285714285714285,71.42857142857143
0c82e386a5564389880bef3d5e419848,13,16,0,2,8.333333333333334,0.0,0.0,12.5
0c8da094059d4f67832acf83c5e88885,5,6,0,4,80.0,0.0,0.0,66.66666666666666
0c932a997fee4a989cdd24383150566b,9,16,2,3,14.444444444444446,4.444444444444445,12.5,18.75
0c97add3c2834926a7ed76bfc4ee5d24,1,0,0,0,0.0,0.0,0.0,0.0
0ca5cda4a0934d3f9a7e3d42e6957b9d,11,11,0,0,0.0,0.0,0.0,0.0
0caf493b19bd43d5b5aff2da37b6b7a0,10,8,0,5,62.5,0.0,0.0,62.5
0cc95269eb80460faca4a4b56fd49ce9,12,8,0,3,41.666666666666664,0.0,0.0,37.5
0cca9cd684464622a445da30e9d92f7b,2,2,1,0,0.0,50.0,50.0,0.0
0cd09cc3d2094fdeb9e8b8b08caf460c,8,9,0,6,71.42857142857143,0.0,0.0,66.66666666666666
0ce3783e4bca432bb093f8d5bad0e93d,52,87,0,15,21.241830065359476,0.0,0.0,17.24137931034483
0d12bae160b8439aa46aad35d7130b1e,4,4,0,1,25.0,0.0,0.0,25.0
0d1ddcf0a5534ae189ce060ebd1fed36,10,13,1,3,23.333333333333332,10.0,7.6923076923076925,23.076923076923077
0d1f872291a44d5f9af7fa990b75cd03,13,17,0,5,35.0,0.0,0.0,29.411764705882355
0d2d4ba30a5d423190341a3e24bbf7c6,11,16,0,3,16.666666666666664,0.0,0.0,18.75
0d359fdb8ea14a5d95b42e2707ca7cc8,11,19,0,2,12.0,0.0,0.0,10.526315789473683
0d36fdc15d854ec7b4de0c968e1a87c6,11,20,1,1,9.090909090909092,4.545454545454546,5.0,5.0
0d5ff013f9234e6f94cdd27a41c64d66,5,5,0,5,100.0,0.0,0.0,100.0
0d6ddefd534848c79dd15e4af617d4e4,3,2,0,0,0.0,0.0,0.0,0.0
0d760989f04b4fb9a3a67471b3bd1a43,14,8,0,1,12.5,0.0,0.0,12.5
0d78c2f9c4354f068584ce56fdf6b438,1,1,0,0,0.0,0.0,0.0,0.0
0d7c35d71478448482b165d4bc27a1f2,6,4,0,0,0.0,0.0,0.0,0.0
0d8d5a778d50442e917c4917af0399f0,10,4,1,4,100.0,25.0,25.0,100.0
0d9425a064854a4592a3ffda97965f0e,12,23,1,5,24.5,5.0,4.3478260869565215,21.73913043478261
0d9a366cb7e34a9b8f2c748653eaff75,11,2,0,0,0.0,0.0,0.0,0.0
0dae20da9fd648349ebd9906bd598844,15,13,0,6,61.111111111111114,0.0,0.0,46.15384615384615
0dd0e6654f92414d9a16aaa60330bd25,7,9,0,0,0.0,0.0,0.0,0.0
0dd84c2003814a6fbc4f92a87e4b336e,12,10,0,6,60.0,0.0,0.0,60.0
0dea670ae40a4a59b5d168051647cc8c,37,8,0,1,12.5,0.0,0.0,12.5
0df04136af704f5086b9519d21608874,2,2,0,0,0.0,0.0,0.0,0.0
